_key,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,ROI,release_year
209112,250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.batmanvsupermandawnofjustice.com/,209112,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 195242, ""name"": ""clark kent""}, {""id"": 195243, ""name"": ""bruce wayne""}, {""id"": 229266, ""name"": ""dc extended universe""}]",en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",155.790452,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Cruel & Unusual Films"", ""id"": 9995}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-23,873260194,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Justice or revenge,Batman v Superman: Dawn of Justice,5.7,7004,71,2011~2016
210860,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://mortdecaithemovie.com/,210860,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 155795, ""name"": ""art dealer""}, {""id"": 159534, ""name"": ""stolen painting""}]",en,Mortdecai,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",52.417529,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""OddLot Entertainment"", ""id"": 36209}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-21,30418560,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sophistication Has a Name.,Mortdecai,5.4,1055,-97,2011~2016
211672,74000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.minionsmovie.com/,211672,"[{""id"": 3487, ""name"": ""assistant""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189481, ""name"": ""evil mastermind""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 209714, ""name"": ""3d""}]",en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-17,1156730962,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Before Gru, they had a history of bad bosses",Minions,6.4,4571,94,2011~2016
216015,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/fiftyshadesofgreymovie,216015,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9785, ""name"": ""perversion""}, {""id"": 9888, ""name"": ""spanking""}, {""id"": 12547, ""name"": ""billionaire""}, {""id"": 158713, ""name"": ""bdsm""}, {""id"": 187056, ""name"": ""woman director""}]",en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",98.755657,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-11,571006128,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are you curious?,Fifty Shades of Grey,5.2,3254,93,2011~2016
218043,16000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.leftbehindmovie.com/,218043,"[{""id"": 3800, ""name"": ""airplane""}, {""id"": 6548, ""name"": ""the rapture""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 175103, ""name"": ""pilot hero""}]",en,Left Behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,33.452469,"[{""name"": ""Stoney Lake Entertainment"", ""id"": 16558}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-03,19682924,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The End Begins,Left Behind,3.7,392,19,2011~2016
222936,37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,222936,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 212542, ""name"": ""communication""}]",en,Aloha,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,29.652536,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Vinyl Films"", ""id"": 485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-27,26250020,105.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes you have to say goodbye before you can say hello.,Aloha,5.2,692,-41,2011~2016
225886,40000000,"[{""id"": 35, ""name"": ""Comedy""}]",,225886,"[{""id"": 6038, ""name"": ""marriage""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 183728, ""name"": ""sex tape""}]",en,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",72.641296,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-17,126069509,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A movie about a movie they don't want you to see.,Sex Tape,5.3,1695,68,2011~2016
228150,68000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,228150,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]",en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-10-15,211817906,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,War never ends quietly.,Fury,7.4,3946,68,2011~2016
238615,26000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://selflessmovie.tumblr.com/,238615,"[{""id"": 2251, ""name"": ""lie""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 33721, ""name"": ""body-swap""}, {""id"": 34079, ""name"": ""death""}, {""id"": 34143, ""name"": ""rich""}, {""id"": 187008, ""name"": ""false memory""}, {""id"": 189748, ""name"": ""soul transference""}, {""id"": 196682, ""name"": ""rich man""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 218102, ""name"": ""host body""}, {""id"": 218105, ""name"": ""body snatching""}, {""id"": 227385, ""name"": ""eternal""}]",en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,66.097437,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-10,30523226,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,God Created Man. Man Created Immortality.,Self/less,6.3,1091,15,2011~2016
241251,4000000,"[{""id"": 53, ""name"": ""Thriller""}]",http://www.theboynextdoorfilm.com/,241251,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 4513, ""name"": ""blind date""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 12974, ""name"": ""principal""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 34156, ""name"": ""tied up""}, {""id"": 41019, ""name"": ""car explosion""}, {""id"": 41525, ""name"": ""high school teacher""}, {""id"": 155532, ""name"": ""fatal attraction""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 157799, ""name"": ""older woman younger man relationship""}, {""id"": 158024, ""name"": ""critically bashed""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 186055, ""name"": ""crying woman""}, {""id"": 188294, ""name"": ""damsel in distress""}, {""id"": 207767, ""name"": ""erotic thriller""}, {""id"": 215938, ""name"": ""muscular""}]",en,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",24.161735,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Nuyorican Productions"", ""id"": 1620}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Smart Entertainment"", ""id"": 44783}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-23,52425855,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022,92,2011~2016
241554,50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,241554,"[{""id"": 2708, ""name"": ""hitman""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 11578, ""name"": ""mobster""}]",en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",74.64653,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-11,71561644,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No sin goes unpunished,Run All Night,6.3,1148,30,2011~2016
242512,5000000,"[{""id"": 27, ""name"": ""Horror""}]",,242512,"[{""id"": 4959, ""name"": ""death of a friend""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 10111, ""name"": ""ouija""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 160887, ""name"": ""based on board game""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 176561, ""name"": ""spiritualism""}, {""id"": 185408, ""name"": ""supernatural horror""}]",en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,56.30466,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu Inc."", ""id"": 1778}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""5150 Action"", ""id"": 47354}, {""name"": ""White Noise Factory"", ""id"": 88762}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,103590271,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep telling yourself it's just a game,Ouija,4.9,983,95,2011~2016
246403,2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,246403,"[{""id"": 1329, ""name"": ""canada""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 7240, ""name"": ""walrus""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 11112, ""name"": ""search""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 198015, ""name"": ""experimental surgery""}, {""id"": 235261, ""name"": ""abduction""}]",en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",15.754614,"[{""name"": ""Phase 4 Films"", ""id"": 9081}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""SModcast Pictures"", ""id"": 13642}, {""name"": ""A24"", ""id"": 41077}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-19,1826705,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let me tell you a story...,Tusk,5.1,366,-53,2011~2016
246655,178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 176217, ""name"": ""world domination""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 208289, ""name"": ""1980s""}]",en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the strong will survive,X-Men: Apocalypse,6.4,4721,67,2011~2016
